SampleID,SampleName,SampleNo,SampleType,LibraryType,Year,TubeName,Seedlot,OriginalNo,RepNo,Variety,Plot,SoilType,M_52,M_52_method2
S10.104.O.1.16S_000000000.J59B3,10-104-O-1-16S,10,eye,16S,2018-2019,104-O-1,104,104,1,E,E_104,Clay,1486.681376,1.056007466
S26.104.O.3.16S_000000000.J59B3,26-104-O-3-16S,26,eye,16S,2018-2019,104-O-3,104,104,3,E,E_104,Clay,1486.681376,1.056007466
S154.104.O.2.16S_000000000.J52V7,154-104-O-2-16S,154,eye,16S,2018-2019,104-O-2,104,104,2,E,E_104,Clay,1486.681376,1.056007466
S171.107.O.1.16S_000000000.J52V7,171-107-O-1-16S,171,eye,16S,2018-2019,107-O-1,107,107,1,E,E_107,Clay,1194.914618,-1.196922352
S174.107.O.2.16S_000000000.J52V7,174-107-O-2-16S,174,eye,16S,2018-2019,107-O-2,107,107,2,E,E_107,Clay,1194.914618,-1.196922352
S178.107.O.4.16S_000000000.J52V7,178-107-O-4-16S,178,eye,16S,2018-2019,107-O-4,107,107,4,E,E_107,Clay,1194.914618,-1.196922352
68.107.3.O.16S_000000000.JCCFG,68-107-3-O-16S,X68,eye,16S,2018-2019,107-O-3,107,107,3,E,E_107,Clay,1194.914618,-1.196922352
S108.115.O.1.16S_000000000.J58CV,108-115-O-1-16S,108,eye,16S,2018-2019,115-O-1,115,115,1,E,E_115,Clay,1382.518614,0.251695855
S146.115.O.3.16S_000000000.J52V7,146-115-O-3-16S,146,eye,16S,2018-2019,115-O-3,115,115,3,E,E_115,Clay,1382.518614,0.251695855
S163.115.O.2.16S_000000000.J52V7,163-115-O-2-16S,163,eye,16S,2018-2019,115-O-2,115,115,2,E,E_115,Clay,1382.518614,0.251695855
53.115.4.O.16S_000000000.JCCFG,53-115-4-O-16S,X53,eye,16S,2018-2019,115-O-4,115,115,4,E,E_115,Clay,1382.518614,0.251695855
S52.117.O.2.16S_000000000.J53BN,52-117-O-2-16S,52,eye,16S,2018-2019,117-O-2,117,117,2,E,E_117,Clay,1568.161815,1.685173424
S99.117.O.4.16S_000000000.J58CV,99-117-O-4-16S,99,eye,16S,2018-2019,117-O-4,117,117,4,E,E_117,Clay,1568.161815,1.685173424
S169.117.O.3.16S_000000000.J52V7,169-117-O-3-16S,169,eye,16S,2018-2019,117-O-3,117,117,3,E,E_117,Clay,1568.161815,1.685173424
21.117.1.O.16S_000000000.J99GR,21_117_1_O_16S,W21,eye,16S,2018-2019,117-O-1,117,117,1,E,E_117,Clay,1568.161815,1.685173424
S161.91.O.1.16S_000000000.J52V7,161-91-O-1-16S,161,eye,16S,2018-2019,91-O-1,91,91,1,E,E_91,Clay,1180.7402,-1.306372689
S176.91.O.3.16S_000000000.J52V7,176-91-O-3-16S,176,eye,16S,2018-2019,91-O-3,91,91,3,E,E_91,Clay,1180.7402,-1.306372689
S181.91.O.4.16S_000000000.J52V7,181-91-O-4-16S,181,eye,16S,2018-2019,91-O-4,91,91,4,E,E_91,Clay,1180.7402,-1.306372689
S188.91.O.2.16S_000000000.J52V7,188-91-O-2-16S,188,eye,16S,2018-2019,91-O-2,91,91,2,E,E_91,Clay,1180.7402,-1.306372689
S83.96.O.4.16S_000000000.J53BN,83-96-O-4-16S,83,eye,16S,2018-2019,96-O-4,96,96,4,E,E_96,Clay,1162.057117,-1.450637491
S114.96.O.1.16S_000000000.J58CV,114-96-O-1-16S,114,eye,16S,2018-2019,96-O-1,96,96,1,E,E_96,Clay,1162.057117,-1.450637491
S115.96.O.2.16S_000000000.J58CV,115-96-O-2-16S,115,eye,16S,2018-2019,96-O-2,96,96,2,E,E_96,Clay,1162.057117,-1.450637491
S157.96.O.3.16S_000000000.J52V7,157-96-O-3-16S,157,eye,16S,2018-2019,96-O-3,96,96,3,E,E_96,Clay,1162.057117,-1.450637491
S5.98.O.1.16S_000000000.J59B3,5-98-O-1-16S,5,eye,16S,2018-2019,98-O-1,98,98,1,E,E_98,Clay,1157.480646,-1.485975546
S6.98.O.4.16S_000000000.J59B3,6-98-O-4-16S,6,eye,16S,2018-2019,98-O-4,98,98,4,E,E_98,Clay,1157.480646,-1.485975546
S81.98.O.3.16S_000000000.J53BN,81-98-O-3-16S,81,eye,16S,2018-2019,98-O-3,98,98,3,E,E_98,Clay,1157.480646,-1.485975546
S125.98.O.2.16S_000000000.J58CV,125-98-O-2-16S,125,eye,16S,2018-2019,98-O-2,98,98,2,E,E_98,Clay,1157.480646,-1.485975546
12.122.3.O.16S_000000000.J99GR,12_122_3_O_16S,W12,eye,16S,2018-2019,122-O-3,122,202,3,F,F_122,Clay,1143.60395,-1.500772045
38.122.4.O.16S_000000000.J99GR,38_122_4_O_16S,W38,eye,16S,2018-2019,122-O-4,122,202,4,F,F_122,Clay,1143.60395,-1.500772045
8.122.1.O.16S_000000000.J99GR,8_122_1_O_16S,W8,eye,16S,2018-2019,122-O-1,122,202,1,F,F_122,Clay,1143.60395,-1.500772045
56.122.2.O.16S_000000000.JCCFG,56-122-2-O-16S,X56,eye,16S,2018-2019,122-O-2,122,202,2,F,F_122,Clay,1143.60395,-1.500772045
S21.125.O.3.16S_000000000.J59B3,21-125-O-3-16S,21,eye,16S,2018-2019,125-O-3,125,205,3,F,F_125,Clay,1355.895073,-0.172616263
S74.125.O.2.16S_000000000.J53BN,74-125-O-2-16S,74,eye,16S,2018-2019,125-O-2,125,205,2,F,F_125,Clay,1355.895073,-0.172616263
S143.125.O.4.16S_000000000.J58CV,143-125-O-4-16S,143,eye,16S,2018-2019,125-O-4,125,205,4,F,F_125,Clay,1355.895073,-0.172616263
S149.125.O.1.16S_000000000.J52V7,149-125-O-1-16S,149,eye,16S,2018-2019,125-O-1,125,205,1,F,F_125,Clay,1355.895073,-0.172616263
S53.137.O.4.16S_000000000.J53BN,53-137-O-4-16S,53,eye,16S,2018-2019,137-O-4,137,217,4,F,F_137,Clay,1156.501321,-1.420082295
R16.137.O.1.16S_000000000.JCCFG,R16-137-O-1-16S,R16,eye,16S,2018-2019,137-O-1,137,217,1,F,F_137,Clay,1156.501321,-1.420082295
R17.137.O.2.16S_000000000.JCCFG,R17-137-O-2-16S,R17,eye,16S,2018-2019,137-O-2,137,217,2,F,F_137,Clay,1156.501321,-1.420082295
R19.137.O.3.16S_000000000.JCCFG,R19-137-O-3-16S,R19,eye,16S,2018-2019,137-O-3,137,217,3,F,F_137,Clay,1156.501321,-1.420082295
S27.139.O.4.16S_000000000.J59B3,27-139-O-4-16S,27,eye,16S,2018-2019,139-O-4,139,219,4,F,F_139,Sand,1422.217659,0.242317369
S41.139.O.2.16S_000000000.J59B3,41-139-O-2-16S,41,eye,16S,2018-2019,139-O-2,139,219,2,F,F_139,Sand,1422.217659,0.242317369
S47.139.O.1.16S_000000000.J59B3,47-139-O-1-16S,47,eye,16S,2018-2019,139-O-1,139,219,1,F,F_139,Sand,1422.217659,0.242317369
33.139.3.O.16S_000000000.J99GR,33_139_3_O_16S,W33,eye,16S,2018-2019,139-O-3,139,219,3,F,F_139,Sand,1422.217659,0.242317369
S19.149.O.4.16S_000000000.J59B3,19-149-O-4-16S,19,eye,16S,2018-2019,149-O-4,149,229,4,F,F_149,Sand,1641.428323,1.613763835
S40.149.O.1.16S_000000000.J59B3,40-149-O-1-16S,40,eye,16S,2018-2019,149-O-1,149,229,1,F,F_149,Sand,1641.428323,1.613763835
S140.149.O.2.16S_000000000.J58CV,140-149-O-2-16S,140,eye,16S,2018-2019,149-O-2,149,229,2,F,F_149,Sand,1641.428323,1.613763835
R18.149.O.3.16S_000000000.JCCFG,R18-149-O-3-16S,R18,eye,16S,2018-2019,149-O-3,149,229,3,F,F_149,Sand,1641.428323,1.613763835
3.151.1.O.16S_000000000.J99GR,3_151_1_O_16S,W3,eye,16S,2018-2019,151-O-1,151,231,1,F,F_151,Sand,1152.166865,-1.447199925
49.151.3.O.16S_000000000.JCCFG,49-151-3-O-16S,X49,eye,16S,2018-2019,151-O-3,151,231,3,F,F_151,Sand,1152.166865,-1.447199925
51.151.4.O.16S_000000000.JCCFG,51-151-4-O-16S,X51,eye,16S,2018-2019,151-O-4,151,231,4,F,F_151,Sand,1152.166865,-1.447199925
54.151.2.O.16S_000000000.JCCFG,54-151-2-O-16S,X54,eye,16S,2018-2019,151-O-2,151,231,2,F,F_151,Sand,1152.166865,-1.447199925
S62.152.O.1.16S_000000000.J53BN,62-152-O-1-16S,62,eye,16S,2018-2019,152-O-1,152,232,1,F,F_152,Sand,1191.557709,-1.200759205
S109.152.O.4.16S_000000000.J58CV,109-152-O-4-16S,109,eye,16S,2018-2019,152-O-4,152,232,4,F,F_152,Sand,1191.557709,-1.200759205
S129.152.O.3.16S_000000000.J58CV,129-152-O-3-16S,129,eye,16S,2018-2019,152-O-3,152,232,3,F,F_152,Sand,1191.557709,-1.200759205
S168.152.O.2.16S_000000000.J52V7,168-152-O-2-16S,168,eye,16S,2018-2019,152-O-2,152,232,2,F,F_152,Sand,1191.557709,-1.200759205
S17.157.O.4.16S_000000000.J59B3,17-157-O-4-16S,17,eye,16S,2018-2019,157-O-4,157,237,4,F,F_157,Sand,1596.676388,1.333782552
S39.157.O.3.16S_000000000.J59B3,39-157-O-3-16S,39,eye,16S,2018-2019,157-O-3,157,237,3,F,F_157,Sand,1596.676388,1.333782552
S55.157.O.2.16S_000000000.J53BN,55-157-O-2-16S,55,eye,16S,2018-2019,157-O-2,157,237,2,F,F_157,Sand,1596.676388,1.333782552
26.157.1.O.16S_000000000.J99GR,26_157_1_O_16S,W26,eye,16S,2018-2019,157-O-1,157,237,1,F,F_157,Sand,1596.676388,1.333782552
S7.158.O.3.16S_000000000.J59B3,7-158-O-3-16S,7,eye,16S,2018-2019,158-O-3,158,238,3,F,F_158,Sand,1607.445524,1.401157442
S33.158.O.2.16S_000000000.J59B3,33-158-O-2-16S,33,eye,16S,2018-2019,158-O-2,158,238,2,F,F_158,Sand,1607.445524,1.401157442
S111.158.O.1.16S_000000000.J58CV,111-158-O-1-16S,111,eye,16S,2018-2019,158-O-1,158,238,1,F,F_158,Sand,1607.445524,1.401157442
R20.158.O.4.16S_000000000.JCCFG,R20-158-O-4-16S,R20,eye,16S,2018-2019,158-O-4,158,238,4,F,F_158,Sand,1607.445524,1.401157442
18.181.2.O.16S_000000000.J99GR,18_181_2_O_16S,W18,eye,16S,2018-2019,181-O-2,144,224,2,F,F_144,Sand,1520.326801,0.85611705
42.181.4.O.16S_000000000.J99GR,42_181_4_O_16S,W42,eye,16S,2018-2019,181-O-4,144,224,4,F,F_144,Sand,1520.326801,0.85611705
59.181.3.O.16S_000000000.JCCFG,59-181-3-O-16S,X59,eye,16S,2018-2019,181-O-3,144,224,3,F,F_144,Sand,1520.326801,0.85611705
63.181.1.O.16S_000000000.JCCFG,63-181-1-O-16S,X63,eye,16S,2018-2019,181-O-1,144,224,1,F,F_144,Sand,1520.326801,0.85611705
10.183.3.O.16S_000000000.J99GR,10_183_3_O_16S,W10,eye,16S,2018-2019,183-O-3,170,250,3,C,C_170,Clay,993.6235581,-0.224541725
19.183.1.O.16S_000000000.J99GR,19_183_1_O_16S,W19,eye,16S,2018-2019,183-O-1,170,250,1,C,C_170,Clay,993.6235581,-0.224541725
31.183.4.O.16S_000000000.J99GR,31_183_4_O_16S,W31,eye,16S,2018-2019,183-O-4,170,250,4,C,C_170,Clay,993.6235581,-0.224541725
5.183.2.O.16S_000000000.J99GR,5_183_2_O_16S,W5,eye,16S,2018-2019,183-O-2,170,250,2,C,C_170,Clay,993.6235581,-0.224541725
HeelEye2019.1.12.E.16S_000000000.JMLM7,HeelEye2019-1-12-E-16S,337,Eye,16S,2019-2020,1-12-E,1,1,12,A,A_1,Clay,564.2576168,-1.598971264
HeelEye2019.1.34.E.16S_000000000.JKRF4,HeelEye2019-1-34-E-16S,191,Eye,16S,2019-2020,1-34-E,1,1,34,A,A_1,Clay,564.2576168,-1.598971264
HeelEye2019.10.12.E.16S_000000000.JLB35,HeelEye2019-10-12-E-16S,519,Eye,16S,2019-2020,10-12-E,10,10,12,A,A_10,Clay,682.2674831,0.222580378
HeelEye2019.10.34.E.16S_000000000.JMMDW,HeelEye2019-10-34-E-16S,465,Eye,16S,2019-2020,10-34-E,10,10,34,A,A_10,Clay,682.2674831,0.222580378
HeelEye2019.11.12.E.16S_000000000.JKRF4,HeelEye2019-11-12-E-16S,153,Eye,16S,2019-2020,11-12-E,11,11,12,A,A_11,Clay,779.6687345,1.726025939
HeelEye2019.11.34.E.16S_000000000.JLHG5,HeelEye2019-11-34-E-16S,307,Eye,16S,2019-2020,11-34-E,11,11,34,A,A_11,Clay,779.6687345,1.726025939
HeelEye2019.12.12.E.16S_000000000.JMM89,HeelEye2019-12-12-E-16S,211,Eye,16S,2019-2020,12-12-E,12,12,12,A,A_12,Clay,697.4083009,0.4562878
HeelEye2019.12.34.E.16S_000000000.JLHG5,HeelEye2019-12-34-E-16S,317,Eye,16S,2019-2020,12-34-E,12,12,34,A,A_12,Clay,697.4083009,0.4562878
HeelEye2019.13.12.E.16S_000000000.JMLN7,HeelEye2019-13-12-E-16S,535,Eye,16S,2019-2020,13-12-E,13,13,12,A,A_13,Clay,555.4822354,-1.734424434
HeelEye2019.13.34.E.16S_000000000.JMMDW,HeelEye2019-13-34-E-16S,438,Eye,16S,2019-2020,13-34-E,13,13,34,A,A_13,Clay,555.4822354,-1.734424434
HeelEye2019.14.12.E.16S_000000000.JLB35,HeelEye2019-14-12-E-16S,497,Eye,16S,2019-2020,14-12-E,14,14,12,A,A_14,Clay,612.5576793,-0.853431414
HeelEye2019.14.34.E.16S_000000000.JLBMN,HeelEye2019-14-34-E-16S,409,Eye,16S,2019-2020,14-34-E,14,14,34,A,A_14,Clay,612.5576793,-0.853431414
HeelEye2019.15.12.E.16S_000000000.JLHG5,HeelEye2019-15-12-E-16S,332,Eye,16S,2019-2020,15-12-E,15,15,12,A,A_15,Clay,679.5189477,0.18015512
HeelEye2019.15.34.E.16S_000000000.JFHYF,HeelEye2019-15-34-E-16S,23,Eye,16S,2019-2020,15-34-E,15,15,34,A,A_15,Clay,679.5189477,0.18015512
HeelEye2019.16.12.E.16S_000000000.JMM89,HeelEye2019-16-12-E-16S,196,Eye,16S,2019-2020,16-12-E,16,16,12,A,A_16,Clay,614.2237168,-0.827715145
HeelEye2019.16.34.E.16S_000000000.JK6WL,HeelEye2019-16-34-E-16S,703,Eye,16S,2019-2020,16-34-E,16,16,34,A,A_16,Clay,614.2237168,-0.827715145
HeelEye2019.17.12.E.16S_000000000.JKP74,HeelEye2019-17-12-E-16S,272,Eye,16S,2019-2020,17-12-E,17,17,12,A,A_17,Clay,680.1135392,0.189332988
HeelEye2019.17.34.E.16S_000000000.JH6L7,HeelEye2019-17-34-E-16S,66,Eye,16S,2019-2020,17-34-E,17,17,34,A,A_17,Clay,680.1135392,0.189332988
HeelEye2019.18.12.E.16S_000000000.JMLM7,HeelEye2019-18-12-E-16S,354,Eye,16S,2019-2020,18-12-E,18,18,12,A,A_18,Clay,706.3345714,0.59407003
HeelEye2019.18.34.E.16S_000000000.JK6WL,HeelEye2019-18-34-E-16S,692,Eye,16S,2019-2020,18-34-E,18,18,34,A,A_18,Clay,706.3345714,0.59407003
HeelEye2019.19.12.E.16S_000000000.JH6L7,HeelEye2019-19-12-E-16S,81,Eye,16S,2019-2020,19-12-E,19,19,12,A,A_19,Clay,660.4377499,-0.114374384
HeelEye2019.19.34.E.16S_000000000.JMHTR,HeelEye2019-19-34-E-16S,647,Eye,16S,2019-2020,19-34-E,19,19,34,A,A_19,Clay,660.4377499,-0.114374384
HeelEye2019.2.12.E.16S_000000000.JKP3P,HeelEye2019-2-12-E-16S,130,Eye,16S,2019-2020,2-12-E,2,2,12,A,A_2,Clay,572.8269688,-1.46669828
HeelEye2019.2.3.E.16S_000000000.JKP74,HeelEye2019-2-3-E-16S,251,Eye,16S,2019-2020,2-3-E,2,2,3,A,A_2,Clay,572.8269688,-1.46669828
HeelEye2019.20.12.E.16S_000000000.JKP3P,HeelEye2019-20-12-E-16S,104,Eye,16S,2019-2020,20-12-E,20,20,12,A,A_20,Clay,616.3627331,-0.794698172
HeelEye2019.20.34.E.16S_000000000.JLBMN,HeelEye2019-20-34-E-16S,408,Eye,16S,2019-2020,20-34-E,20,20,34,A,A_20,Clay,616.3627331,-0.794698172
HeelEye2019.21.12.E.16S_000000000.JMMDW,HeelEye2019-21-12-E-16S,461,Eye,16S,2019-2020,21-12-E,21,21,12,A,A_21,Clay,560.7407455,-1.65325624
HeelEye2019.21.34.E.16S_000000000.JKP3P,HeelEye2019-21-34-E-16S,135,Eye,16S,2019-2020,21-34-E,21,21,34,A,A_21,Clay,560.7407455,-1.65325624
HeelEye2019.22.12.E.16S_000000000.JKP3P,HeelEye2019-22-12-E-16S,120,Eye,16S,2019-2020,22-12-E,22,22,12,A,A_22,Clay,625.2111257,-0.658118031
HeelEye2019.22.34.E.16S_000000000.JFHYF,HeelEye2019-22-34-E-16S,1,Eye,16S,2019-2020,22-34-E,22,22,34,A,A_22,Clay,625.2111257,-0.658118031
HeelEye2019.23.12.E.16S_000000000.JMHTR,HeelEye2019-23-12-E-16S,667,Eye,16S,2019-2020,23-12-E,23,23,12,A,A_23,Clay,742.5286273,1.152746557
HeelEye2019.23.34.E.16S_000000000.JMMDW,HeelEye2019-23-34-E-16S,472,Eye,16S,2019-2020,23-34-E,23,23,34,A,A_23,Clay,742.5286273,1.152746557
HeelEye2019.24.12.E.16S_000000000.JFHYF,HeelEye2019-24-12-E-16S,19,Eye,16S,2019-2020,24-12-E,24,24,12,A,A_24,Clay,659.559387,-0.12793243
HeelEye2019.24.34.E.16S_000000000.JFHYF,HeelEye2019-24-34-E-16S,16,Eye,16S,2019-2020,24-34-E,24,24,34,A,A_24,Clay,659.559387,-0.12793243
HeelEye2019.25.12.E.16S_000000000.JMMDW,HeelEye2019-25-12-E-16S,474,Eye,16S,2019-2020,25-12-E,25,25,12,A,A_25,Clay,632.0742315,-0.552181959
HeelEye2019.25.34.E.16S_000000000.JLHG5,HeelEye2019-25-34-E-16S,291,Eye,16S,2019-2020,25-34-E,25,25,34,A,A_25,Clay,632.0742315,-0.552181959
HeelEye2019.27.12.E.16S_000000000.JLHG5,HeelEye2019-27-12-E-16S,295,Eye,16S,2019-2020,27-12-E,27,27,12,A,A_27,Clay,752.613082,1.308406041
HeelEye2019.27.34.E.16S_000000000.JLB35,HeelEye2019-27-34-E-16S,513,Eye,16S,2019-2020,27-34-E,27,27,34,A,A_27,Clay,752.613082,1.308406041
HeelEye2019.28.12.E.16S_000000000.JLBCC,HeelEye2019-28-12-E-16S,614,Eye,16S,2019-2020,28-12-E,28,28,12,A,A_28,Clay,760.559055,1.431056804
HeelEye2019.28.34.E.16S_000000000.JLHG5,HeelEye2019-28-34-E-16S,319,Eye,16S,2019-2020,28-34-E,28,28,34,A,A_28,Clay,760.559055,1.431056804
HeelEye2019.29.12.E.16S_000000000.JMHR7,HeelEye2019-29-12-E-16S,675,Eye,16S,2019-2020,29-12-E,29,29,12,A,A_29,Clay,763.8881104,1.482442731
HeelEye2019.29.34.E.16S_000000000.JFHYF,HeelEye2019-29-34-E-16S,6,Eye,16S,2019-2020,29-34-E,29,29,34,A,A_29,Clay,763.8881104,1.482442731
HeelEye2019.3.12.E.16S_000000000.JKRF4,HeelEye2019-3-12-E-16S,186,Eye,16S,2019-2020,3-12-E,3,3,12,A,A_3,Clay,662.618751,-0.080709349
HeelEye2019.3.34.E.16S_000000000.JFHYF,HeelEye2019-3-34-E-16S,40,Eye,16S,2019-2020,3-34-E,3,3,34,A,A_3,Clay,662.618751,-0.080709349
HeelEye2019.30.12.E.16S_000000000.JMM89,HeelEye2019-30-12-E-16S,225,Eye,16S,2019-2020,30-12-E,30,30,12,A,A_30,Clay,754.3442558,1.335127726
HeelEye2019.30.34.E.16S_000000000.JMLM7,HeelEye2019-30-34-E-16S,381,Eye,16S,2019-2020,30-34-E,30,30,34,A,A_30,Clay,754.3442558,1.335127726
HeelEye2019.4.12.E.16S_000000000.JMM89,HeelEye2019-4-12-E-16S,240,Eye,16S,2019-2020,4-12-E,4,4,12,A,A_4,Clay,613.1602543,-0.844130315
HeelEye2019.4.34.E.16S_000000000.JKRF4,HeelEye2019-4-34-E-16S,160,Eye,16S,2019-2020,4-34-E,4,4,34,A,A_4,Clay,613.1602543,-0.844130315
HeelEye2019.5.12.E.16S_000000000.JK6WL,HeelEye2019-5-12-E-16S,697,Eye,16S,2019-2020,5-12-E,5,5,12,A,A_5,Clay,671.7116013,0.059644139
HeelEye2019.5.34.E.16S_000000000.JK6WL,HeelEye2019-5-34-E-16S,705,Eye,16S,2019-2020,5-34-E,5,5,34,A,A_5,Clay,671.7116013,0.059644139
HeelEye2019.6.12.E.16S_000000000.JH6L7,HeelEye2019-6-12-E-16S,76,Eye,16S,2019-2020,6-12-E,6,6,12,A,A_6,Clay,675.634897,0.120202514
HeelEye2019.6.34.E.16S_000000000.JKP3P,HeelEye2019-6-34-E-16S,140,Eye,16S,2019-2020,6-34-E,6,6,34,A,A_6,Clay,675.634897,0.120202514
HeelEye2019.7.12.E.16S_000000000.JMMDW,HeelEye2019-7-12-E-16S,463,Eye,16S,2019-2020,7-12-E,7,7,12,A,A_7,Clay,635.5499741,-0.49853183
HeelEye2019.7.34.E.16S_000000000.JLB35,HeelEye2019-7-34-E-16S,528,Eye,16S,2019-2020,7-34-E,7,7,34,A,A_7,Clay,635.5499741,-0.49853183
HeelEye2019.8.12.E.16S_000000000.JLHG5,HeelEye2019-8-12-E-16S,305,Eye,16S,2019-2020,8-12-E,8,8,12,A,A_8,Clay,676.2581683,0.129823073
HeelEye2019.8.34.E.16S_000000000.JH6L7,HeelEye2019-8-34-E-16S,82,Eye,16S,2019-2020,8-34-E,8,8,34,A,A_8,Clay,676.2581683,0.129823073
HeelEye2019.9.12.E.16S_000000000.JMHTR,HeelEye2019-9-12-E-16S,670,Eye,16S,2019-2020,9-12-E,9,9,12,A,A_9,Clay,759.6659631,1.417271407
HeelEye2019.9.34.E.16S_000000000.JMM89,HeelEye2019-9-34-E-16S,239,Eye,16S,2019-2020,9-34-E,9,9,34,A,A_9,Clay,759.6659631,1.417271407
HeelEye2019.31.12.E.16S_000000000.JMHTR,HeelEye2019-31-12-E-16S,657,Eye,16S,2019-2020,31-12-E,31,31,12,B,B_31,Clay,1605.144233,1.34463196
HeelEye2019.31.34.E.16S_000000000.JLBCC,HeelEye2019-31-34-E-16S,603,Eye,16S,2019-2020,31-34-E,31,31,34,B,B_31,Clay,1605.144233,1.34463196
HeelEye2019.33.12.E.16S_000000000.JLBMN,HeelEye2019-33-12-E-16S,431,Eye,16S,2019-2020,33-12-E,33,33,12,B,B_33,Clay,1580.025524,1.160748916
HeelEye2019.33.34.E.16S_000000000.JMLN7,HeelEye2019-33-34-E-16S,531,Eye,16S,2019-2020,33-34-E,33,33,34,B,B_33,Clay,1580.025524,1.160748916
HeelEye2019.34.12.E.16S_000000000.JKP3P,HeelEye2019-34-12-E-16S,111,Eye,16S,2019-2020,34-12-E,34,34,12,B,B_34,Clay,1293.418276,-0.937376976
HeelEye2019.34.34.E.16S_000000000.JKP3P,HeelEye2019-34-34-E-16S,139,Eye,16S,2019-2020,34-34-E,34,34,34,B,B_34,Clay,1293.418276,-0.937376976
HeelEye2019.35.12.E.16S_000000000.JMMDW,HeelEye2019-35-12-E-16S,447,Eye,16S,2019-2020,35-12-E,35,35,12,B,B_35,Clay,1523.0684,0.743790803
HeelEye2019.35.34.E.16S_000000000.JH6L7,HeelEye2019-35-34-E-16S,52,Eye,16S,2019-2020,35-34-E,35,35,34,B,B_35,Clay,1523.0684,0.743790803
HeelEye2019.36.12.E.16S_000000000.JMHTR,HeelEye2019-36-12-E-16S,666,Eye,16S,2019-2020,36-12-E,36,36,12,B,B_36,Clay,1489.797935,0.500232332
HeelEye2019.36.34.E.16S_000000000.JMHTR,HeelEye2019-36-34-E-16S,662,Eye,16S,2019-2020,36-34-E,36,36,34,B,B_36,Clay,1489.797935,0.500232332
HeelEye2019.37.12.E.16S_000000000.JMHTR,HeelEye2019-37-12-E-16S,648,Eye,16S,2019-2020,37-12-E,37,37,12,B,B_37,Clay,1559.47028,1.010272989
HeelEye2019.37.34.E.16S_000000000.JK6WL,HeelEye2019-37-34-E-16S,706,Eye,16S,2019-2020,37-34-E,37,37,34,B,B_37,Clay,1559.47028,1.010272989
HeelEye2019.38.12.E.16S_000000000.JMM89,HeelEye2019-38-12-E-16S,233,Eye,16S,2019-2020,38-12-E,38,38,12,B,B_38,Clay,1355.031854,-0.486331008
HeelEye2019.38.34.E.16S_000000000.JKP74,HeelEye2019-38-34-E-16S,262,Eye,16S,2019-2020,38-34-E,38,38,34,B,B_38,Clay,1355.031854,-0.486331008
HeelEye2019.39.12.E.16S_000000000.JLBCC,HeelEye2019-39-12-E-16S,609,Eye,16S,2019-2020,39-12-E,39,39,12,B,B_39,Clay,1320.2957,-0.74061915
HeelEye2019.39.34.E.16S_000000000.JMHTR,HeelEye2019-39-34-E-16S,671,Eye,16S,2019-2020,39-34-E,39,39,34,B,B_39,Clay,1320.2957,-0.74061915
HeelEye2019.40.12.E.16S_000000000.JMM89,HeelEye2019-40-12-E-16S,201,Eye,16S,2019-2020,40-12-E,40,40,12,B,B_40,Clay,1343.5496,-0.570387554
HeelEye2019.40.34.E.16S_000000000.JKP3P,HeelEye2019-40-34-E-16S,106,Eye,16S,2019-2020,40-34-E,40,40,34,B,B_40,Clay,1343.5496,-0.570387554
HeelEye2019.41.12.E.16S_000000000.JKRF4,HeelEye2019-41-12-E-16S,152,Eye,16S,2019-2020,41-12-E,41,41,12,B,B_41,Clay,1122.092563,-2.191577339
HeelEye2019.41.34.E.16S_000000000.JLBMN,HeelEye2019-41-34-E-16S,411,Eye,16S,2019-2020,41-34-E,41,41,34,B,B_41,Clay,1122.092563,-2.191577339
HeelEye2019.42.12.E.16S_000000000.JLBMN,HeelEye2019-42-12-E-16S,429,Eye,16S,2019-2020,42-12-E,42,42,12,B,B_42,Clay,1561.165406,1.022682269
