SampleID,SampleName,SampleNo,SampleType,LibraryType,Year,TubeName,Seedlot,OriginalNo,RepNo,Variety,Plot,SoilType,M_52,M_52_method2
HeelEye2019.42.4.E.16S_000000000.JMM89,HeelEye2019-42-4-E-16S,226,Eye,16S,2019-2020,42-4-E,42,42,4,B,B_42,Clay,1561.165406,1.022682269
HeelEye2019.43.12.E.16S_000000000.JLB35,HeelEye2019-43-12-E-16S,494,Eye,16S,2019-2020,43-12-E,43,43,12,B,B_43,Clay,1366.025394,-0.405852133
HeelEye2019.43.34.E.16S_000000000.JK6WL,HeelEye2019-43-34-E-16S,679,Eye,16S,2019-2020,43-34-E,43,43,34,B,B_43,Clay,1366.025394,-0.405852133
HeelEye2019.44.12.E.16S_000000000.JMLM7,HeelEye2019-44-12-E-16S,357,Eye,16S,2019-2020,44-12-E,44,44,12,B,B_44,Clay,1454.398688,0.241089978
HeelEye2019.44.34.E.16S_000000000.JMLM7,HeelEye2019-44-34-E-16S,340,Eye,16S,2019-2020,44-34-E,44,44,34,B,B_44,Clay,1454.398688,0.241089978
HeelEye2019.45.12.E.16S_000000000.JLB35,HeelEye2019-45-12-E-16S,517,Eye,16S,2019-2020,45-12-E,45,45,12,B,B_45,Clay,1391.347436,-0.220480575
HeelEye2019.45.34.E.16S_000000000.JH6L7,HeelEye2019-45-34-E-16S,79,Eye,16S,2019-2020,45-34-E,45,45,34,B,B_45,Clay,1391.347436,-0.220480575
HeelEye2019.46.12.E.16S_000000000.JMLN7,HeelEye2019-46-12-E-16S,574,Eye,16S,2019-2020,46-12-E,46,46,12,B,B_46,Clay,1459.383916,0.277584644
HeelEye2019.46.34.E.16S_000000000.JH6L7,HeelEye2019-46-34-E-16S,61,Eye,16S,2019-2020,46-34-E,46,46,34,B,B_46,Clay,1459.383916,0.277584644
HeelEye2019.47.12.E.16S_000000000.JMHTR,HeelEye2019-47-12-E-16S,626,Eye,16S,2019-2020,47-12-E,47,47,12,B,B_47,Clay,1448.885186,0.200728048
HeelEye2019.47.34.E.16S_000000000.JMMDW,HeelEye2019-47-34-E-16S,439,Eye,16S,2019-2020,47-34-E,47,47,34,B,B_47,Clay,1448.885186,0.200728048
HeelEye2019.48.12.E.16S_000000000.JMMDW,HeelEye2019-48-12-E-16S,471,Eye,16S,2019-2020,48-12-E,48,48,12,B,B_48,Clay,1474.26676,0.386535412
HeelEye2019.48.34.E.16S_000000000.JKRF4,HeelEye2019-48-34-E-16S,162,Eye,16S,2019-2020,48-34-E,48,48,34,B,B_48,Clay,1474.26676,0.386535412
HeelEye2019.49.12.E.16S_000000000.JFHYF,HeelEye2019-49-12-E-16S,5,Eye,16S,2019-2020,49-12-E,49,49,12,B,B_49,Clay,1517.823642,0.705396228
HeelEye2019.49.34.E.16S_000000000.JMM89,HeelEye2019-49-34-E-16S,206,Eye,16S,2019-2020,49-34-E,49,49,34,B,B_49,Clay,1517.823642,0.705396228
HeelEye2019.50.12.E.16S_000000000.JMM89,HeelEye2019-50-12-E-16S,213,Eye,16S,2019-2020,50-12-E,50,50,12,B,B_50,Clay,1408.387538,-0.095737466
HeelEye2019.50.34.E.16S_000000000.JKP3P,HeelEye2019-50-34-E-16S,126,Eye,16S,2019-2020,50-34-E,50,50,34,B,B_50,Clay,1408.387538,-0.095737466
HeelEye2019.51.12.E.16S_000000000.JLHG5,HeelEye2019-51-12-E-16S,301,Eye,16S,2019-2020,51-12-E,51,51,12,B,B_51,Clay,1167.827973,-1.856768474
HeelEye2019.51.34.E.16S_000000000.JMMDW,HeelEye2019-51-34-E-16S,442,Eye,16S,2019-2020,51-34-E,51,51,34,B,B_51,Clay,1167.827973,-1.856768474
HeelEye2019.52.12.E.16S_000000000.JKRF4,HeelEye2019-52-12-E-16S,187,Eye,16S,2019-2020,52-12-E,52,52,12,B,B_52,Clay,1107.924653,-2.295294391
HeelEye2019.52.34.E.16S_000000000.JMLN7,HeelEye2019-52-34-E-16S,554,Eye,16S,2019-2020,52-34-E,52,52,34,B,B_52,Clay,1107.924653,-2.295294391
HeelEye2019.53.12.E.16S_000000000.JLBCC,HeelEye2019-53-12-E-16S,584,Eye,16S,2019-2020,53-12-E,53,53,12,B,B_53,Clay,1477.237609,0.408283695
HeelEye2019.53.34.E.16S_000000000.JFHYF,HeelEye2019-53-34-E-16S,29,Eye,16S,2019-2020,53-34-E,53,53,34,B,B_53,Clay,1477.237609,0.408283695
HeelEye2019.54.12.E.16S_000000000.JLBCC,HeelEye2019-54-12-E-16S,589,Eye,16S,2019-2020,54-12-E,54,54,12,B,B_54,Clay,1507.103928,0.626921911
HeelEye2019.54.34.E.16S_000000000.JKRF4,HeelEye2019-54-34-E-16S,172,Eye,16S,2019-2020,54-34-E,54,54,34,B,B_54,Clay,1507.103928,0.626921911
HeelEye2019.55.12.E.16S_000000000.JLBCC,HeelEye2019-55-12-E-16S,585,Eye,16S,2019-2020,55-12-E,55,55,12,B,B_55,Clay,1217.615402,-1.492296551
HeelEye2019.55.34.E.16S_000000000.JMM89,HeelEye2019-55-34-E-16S,197,Eye,16S,2019-2020,55-34-E,55,55,34,B,B_55,Clay,1217.615402,-1.492296551
HeelEye2019.56.12.E.16S_000000000.JMHTR,HeelEye2019-56-12-E-16S,637,Eye,16S,2019-2020,56-12-E,56,56,12,B,B_56,Clay,1381.304292,-0.294002019
HeelEye2019.56.34.E.16S_000000000.JLBMN,HeelEye2019-56-34-E-16S,404,Eye,16S,2019-2020,56-34-E,56,56,34,B,B_56,Clay,1381.304292,-0.294002019
HeelEye2019.57.12.E.16S_000000000.JKP74,HeelEye2019-57-12-E-16S,281,Eye,16S,2019-2020,57-12-E,57,57,12,B,B_57,Clay,1671.025112,1.826916961
HeelEye2019.57.34.E.16S_000000000.JLBCC,HeelEye2019-57-34-E-16S,598,Eye,16S,2019-2020,57-34-E,57,57,34,B,B_57,Clay,1671.025112,1.826916961
HeelEye2019.58.12.E.16S_000000000.JMHTR,HeelEye2019-58-12-E-16S,656,Eye,16S,2019-2020,58-12-E,58,58,12,B,B_58,Clay,1421.080657,-0.002816708
HeelEye2019.58.34.E.16S_000000000.JMLM7,HeelEye2019-58-34-E-16S,383,Eye,16S,2019-2020,58-34-E,58,58,34,B,B_58,Clay,1421.080657,-0.002816708
HeelEye2019.59.12.E.16S_000000000.JH6L7,HeelEye2019-59-12-E-16S,63,Eye,16S,2019-2020,59-12-E,59,59,12,B,B_59,Clay,1571.702434,1.099819225
HeelEye2019.59.12.E.16S_000000000.JKP3P,HeelEye2019-59-12-E-16S,141,Eye,16S,2019-2020,59-12-E,59,59,12,B,B_59,Clay,1571.702434,1.099819225
HeelEye2019.59.34.E.16S_000000000.JKRF4,HeelEye2019-59-34-E-16S,161,Eye,16S,2019-2020,59-34-E,59,59,34,B,B_59,Clay,1571.702434,1.099819225
HeelEye2019.59.34.E.16S_000000000.JLBMN,HeelEye2019-59-34-E-16S,405,Eye,16S,2019-2020,59-34-E,59,59,34,B,B_59,Clay,1571.702434,1.099819225
HeelEye2019.60.12.E.16S_000000000.JLBMN,HeelEye2019-60-12-E-16S,386,Eye,16S,2019-2020,60-12-E,60,60,12,B,B_60,Sand,1421.170126,-0.002161747
HeelEye2019.60.4.E.16S_000000000.JLHG5,HeelEye2019-60-4-E-16S,310,Eye,16S,2019-2020,60-4-E,60,60,4,B,B_60,Sand,1421.170126,-0.002161747
HeelEye2019.151.12.E.16S_000000000.JMM89,HeelEye2019-151-12-E-16S,228,Eye,16S,2019-2020,151-12-E,151,151,12,C,C_151,Clay,361.2311034,-1.381666075
HeelEye2019.151.34.E.16S_000000000.JMMDW,HeelEye2019-151-34-E-16S,469,Eye,16S,2019-2020,151-34-E,151,151,34,C,C_151,Clay,361.2311034,-1.381666075
HeelEye2019.152.12.E.16S_000000000.JMMDW,HeelEye2019-152-12-E-16S,450,Eye,16S,2019-2020,152-12-E,152,152,12,C,C_152,Clay,417.2828317,-1.032365919
HeelEye2019.152.34.E.16S_000000000.JMM89,HeelEye2019-152-34-E-16S,216,Eye,16S,2019-2020,152-34-E,152,152,34,C,C_152,Clay,417.2828317,-1.032365919
HeelEye2019.153.12.E.16S_000000000.JH6L7,HeelEye2019-153-12-E-16S,64,Eye,16S,2019-2020,153-12-E,153,153,12,C,C_153,Clay,423.6188046,-0.992881743
HeelEye2019.153.34.E.16S_000000000.JMM89,HeelEye2019-153-34-E-16S,221,Eye,16S,2019-2020,153-34-E,153,153,34,C,C_153,Clay,423.6188046,-0.992881743
HeelEye2019.154.12.E.16S_000000000.JMLN7,HeelEye2019-154-12-E-16S,559,Eye,16S,2019-2020,154-12-E,154,154,12,C,C_154,Clay,491.2049027,-0.571702319
HeelEye2019.154.34.E.16S_000000000.JK6WL,HeelEye2019-154-34-E-16S,681,Eye,16S,2019-2020,154-34-E,154,154,34,C,C_154,Clay,491.2049027,-0.571702319
HeelEye2019.155.12.E.16S_000000000.JMHR7,HeelEye2019-155-12-E-16S,676,Eye,16S,2019-2020,155-12-E,155,155,12,C,C_155,Sand,580.0501522,-0.018041255
HeelEye2019.155.34.E.16S_000000000.JMMDW,HeelEye2019-155-34-E-16S,454,Eye,16S,2019-2020,155-34-E,155,155,34,C,C_155,Sand,580.0501522,-0.018041255
HeelEye2019.156.12.E.16S_000000000.JKRF4,HeelEye2019-156-12-E-16S,167,Eye,16S,2019-2020,156-12-E,156,156,12,C,C_156,Sand,637.7427618,0.341484458
HeelEye2019.156.34.E.16S_000000000.JMMDW,HeelEye2019-156-34-E-16S,437,Eye,16S,2019-2020,156-34-E,156,156,34,C,C_156,Sand,637.7427618,0.341484458
HeelEye2019.157.12.E.16S_000000000.JH6L7,HeelEye2019-157-12-E-16S,59,Eye,16S,2019-2020,157-12-E,157,157,12,C,C_157,Sand,604.1416148,0.132090631
HeelEye2019.157.34.E.16S_000000000.JMMDW,HeelEye2019-157-34-E-16S,446,Eye,16S,2019-2020,157-34-E,157,157,34,C,C_157,Sand,604.1416148,0.132090631
HeelEye2019.158.12.E.16S_000000000.JFHYF,HeelEye2019-158-12-E-16S,31,Eye,16S,2019-2020,158-12-E,158,158,12,C,C_158,Clay,422.1281223,-1.002171297
HeelEye2019.158.34.E.16S_000000000.JMMDW,HeelEye2019-158-34-E-16S,479,Eye,16S,2019-2020,158-34-E,158,158,34,C,C_158,Clay,422.1281223,-1.002171297
HeelEye2019.159.12.E.16S_000000000.JLB35,HeelEye2019-159-12-E-16S,523,Eye,16S,2019-2020,159-12-E,159,159,12,C,C_159,Sand,528.079564,-0.341908781
HeelEye2019.159.34.E.16S_000000000.JFHYF,HeelEye2019-159-34-E-16S,30,Eye,16S,2019-2020,159-34-E,159,159,34,C,C_159,Sand,528.079564,-0.341908781
HeelEye2019.160.12.E.16S_000000000.JFHYF,HeelEye2019-160-12-E-16S,15,Eye,16S,2019-2020,160-12-E,160,160,12,C,C_160,Clay,428.4695564,-0.962653087
HeelEye2019.160.34.E.16S_000000000.JK6WL,HeelEye2019-160-34-E-16S,700,Eye,16S,2019-2020,160-34-E,160,160,34,C,C_160,Clay,428.4695564,-0.962653087
HeelEye2019.161.12.E.16S_000000000.JMLM7,HeelEye2019-161-12-E-16S,349,Eye,16S,2019-2020,161-12-E,161,161,12,C,C_161,Clay,603.1674229,0.126019714
HeelEye2019.161.34.E.16S_000000000.JMM89,HeelEye2019-161-34-E-16S,200,Eye,16S,2019-2020,161-34-E,161,161,34,C,C_161,Clay,603.1674229,0.126019714
HeelEye2019.162.12.E.16S_000000000.JMM89,HeelEye2019-162-12-E-16S,218,Eye,16S,2019-2020,162-12-E,162,162,12,C,C_162,Clay,339.6051752,-1.516433376
HeelEye2019.162.34.E.16S_000000000.JLBCC,HeelEye2019-162-34-E-16S,618,Eye,16S,2019-2020,162-34-E,162,162,34,C,C_162,Clay,339.6051752,-1.516433376
HeelEye2019.163.12.E.16S_000000000.JMHTR,HeelEye2019-163-12-E-16S,638,Eye,16S,2019-2020,163-12-E,163,163,12,C,C_163,Sand,562.9123979,-0.124839393
HeelEye2019.163.34.E.16S_000000000.JH6L7,HeelEye2019-163-34-E-16S,95,Eye,16S,2019-2020,163-34-E,163,163,34,C,C_163,Sand,562.9123979,-0.124839393
HeelEye2019.164.12.E.16S_000000000.JLBMN,HeelEye2019-164-12-E-16S,399,Eye,16S,2019-2020,164-12-E,164,164,12,C,C_164,Sand,581.1357221,-0.011276258
HeelEye2019.164.34.E.16S_000000000.JMLN7,HeelEye2019-164-34-E-16S,568,Eye,16S,2019-2020,164-34-E,164,164,34,C,C_164,Sand,581.1357221,-0.011276258
HeelEye2019.165.12.E.16S_000000000.JKP74,HeelEye2019-165-12-E-16S,258,Eye,16S,2019-2020,165-12-E,165,165,12,C,C_165,Clay,579.1145579,-0.023871641
HeelEye2019.165.34.E.16S_000000000.JLB35,HeelEye2019-165-34-E-16S,486,Eye,16S,2019-2020,165-34-E,165,165,34,C,C_165,Clay,579.1145579,-0.023871641
HeelEye2019.166.12.E.16S_000000000.JLB35,HeelEye2019-166-12-E-16S,515,Eye,16S,2019-2020,166-12-E,166,166,12,C,C_166,Sand,483.6765373,-0.618617183
HeelEye2019.166.34.E.16S_000000000.JKP3P,HeelEye2019-166-34-E-16S,114,Eye,16S,2019-2020,166-34-E,166,166,34,C,C_166,Sand,483.6765373,-0.618617183
HeelEye2019.167.12.E.16S_000000000.JMM89,HeelEye2019-167-12-E-16S,208,Eye,16S,2019-2020,167-12-E,167,167,12,C,C_167,Sand,683.0051866,0.623548411
HeelEye2019.167.34.E.16S_000000000.JMMDW,HeelEye2019-167-34-E-16S,470,Eye,16S,2019-2020,167-34-E,167,167,34,C,C_167,Sand,683.0051866,0.623548411
HeelEye2019.168.12.E.16S_000000000.JKRF4,HeelEye2019-168-12-E-16S,171,Eye,16S,2019-2020,168-12-E,168,168,12,C,C_168,Sand,584.6229466,0.01045524
HeelEye2019.168.34.E.16S_000000000.JFHYF,HeelEye2019-168-34-E-16S,2,Eye,16S,2019-2020,168-34-E,168,168,34,C,C_168,Sand,584.6229466,0.01045524
HeelEye2019.169.12.E.16S_000000000.JKRF4,HeelEye2019-169-12-E-16S,192,Eye,16S,2019-2020,169-12-E,169,169,12,C,C_169,Sand,794.7331201,1.319808559
HeelEye2019.169.3.E.16S_000000000.JKRF4,HeelEye2019-169-3-E-16S,158,Eye,16S,2019-2020,169-3-E,169,169,3,C,C_169,Sand,794.7331201,1.319808559
HeelEye2019.170.12.E.16S_000000000.JMHTR,HeelEye2019-170-12-E-16S,655,Eye,16S,2019-2020,170-12-E,170,170,12,C,C_170,Sand,683.5976994,0.627240801
HeelEye2019.170.34.E.16S_000000000.JKP3P,HeelEye2019-170-34-E-16S,103,Eye,16S,2019-2020,170-34-E,170,170,34,C,C_170,Sand,683.5976994,0.627240801
HeelEye2019.171.12.E.16S_000000000.JMM89,HeelEye2019-171-12-E-16S,214,Eye,16S,2019-2020,171-12-E,171,171,12,C,C_171,Sand,261.7203338,-2.001791956
HeelEye2019.171.34.E.16S_000000000.JFHYF,HeelEye2019-171-34-E-16S,25,Eye,16S,2019-2020,171-34-E,171,171,34,C,C_171,Sand,261.7203338,-2.001791956
HeelEye2019.172.12.E.16S_000000000.JLB35,HeelEye2019-172-12-E-16S,489,Eye,16S,2019-2020,172-12-E,172,172,12,C,C_172,Sand,745.4606385,1.012754949
HeelEye2019.172.34.E.16S_000000000.JKRF4,HeelEye2019-172-34-E-16S,173,Eye,16S,2019-2020,172-34-E,172,172,34,C,C_172,Sand,745.4606385,1.012754949
HeelEye2019.173.12.E.16S_000000000.JMLM7,HeelEye2019-173-12-E-16S,380,Eye,16S,2019-2020,173-12-E,173,173,12,C,C_173,Sand,807.1674901,1.3972964
HeelEye2019.173.34.E.16S_000000000.JLBCC,HeelEye2019-173-34-E-16S,597,Eye,16S,2019-2020,173-34-E,173,173,34,C,C_173,Sand,807.1674901,1.3972964
HeelEye2019.174.12.E.16S_000000000.JLBMN,HeelEye2019-174-12-E-16S,416,Eye,16S,2019-2020,174-12-E,174,174,12,C,C_174,Clay,688.5837955,0.658312887
HeelEye2019.174.34.E.16S_000000000.JMM89,HeelEye2019-174-34-E-16S,193,Eye,16S,2019-2020,174-34-E,174,174,34,C,C_174,Clay,688.5837955,0.658312887
HeelEye2019.175.12.E.16S_000000000.JLHG5,HeelEye2019-175-12-E-16S,292,Eye,16S,2019-2020,175-12-E,175,175,12,C,C_175,Sand,392.8347273,-1.184720306
HeelEye2019.175.34.E.16S_000000000.JK6WL,HeelEye2019-175-34-E-16S,688,Eye,16S,2019-2020,175-34-E,175,175,34,C,C_175,Sand,392.8347273,-1.184720306
HeelEye2019.176.12.E.16S_000000000.JFHYF,HeelEye2019-176-12-E-16S,37,Eye,16S,2019-2020,176-12-E,176,176,12,C,C_176,Sand,763.3449517,1.124205453
HeelEye2019.176.34.E.16S_000000000.JMHTR,HeelEye2019-176-34-E-16S,634,Eye,16S,2019-2020,176-34-E,176,176,34,C,C_176,Sand,763.3449517,1.124205453
HeelEye2019.177.12.E.16S_000000000.JLBCC,HeelEye2019-177-12-E-16S,577,Eye,16S,2019-2020,177-12-E,177,177,12,C,C_177,Sand,706.9185799,0.772570614
HeelEye2019.177.34.E.16S_000000000.JMLN7,HeelEye2019-177-34-E-16S,563,Eye,16S,2019-2020,177-34-E,177,177,34,C,C_177,Sand,706.9185799,0.772570614
HeelEye2019.178.12.E.16S_000000000.JH6L7,HeelEye2019-178-12-E-16S,85,Eye,16S,2019-2020,178-12-E,178,178,12,C,C_178,Sand,945.4649159,2.259130886
HeelEye2019.178.34.E.16S_000000000.JH6L7,HeelEye2019-178-34-E-16S,50,Eye,16S,2019-2020,178-34-E,178,178,34,C,C_178,Sand,945.4649159,2.259130886
HeelEye2019.179.12.E.16S_000000000.JLBCC,HeelEye2019-179-12-E-16S,596,Eye,16S,2019-2020,179-12-E,179,179,12,C,C_179,Clay,552.2786357,-0.191106303
HeelEye2019.179.34.E.16S_000000000.JMHTR,HeelEye2019-179-34-E-16S,663,Eye,16S,2019-2020,179-34-E,179,179,34,C,C_179,Clay,552.2786357,-0.191106303
HeelEye2019.180.12.E.16S_000000000.JMHTR,HeelEye2019-180-12-E-16S,640,Eye,16S,2019-2020,180-12-E,180,180,12,C,C_180,Sand,835.0619962,1.571127888
HeelEye2019.180.34.E.16S_000000000.JMM89,HeelEye2019-180-34-E-16S,199,Eye,16S,2019-2020,180-34-E,180,180,34,C,C_180,Sand,835.0619962,1.571127888
HeelEye2019.61.12.E.16S_000000000.JLB35,HeelEye2019-61-12-E-16S,481,Eye,16S,2019-2020,61-12-E,61,61,12,D,D_61,Clay,818.3662747,-0.458477129
HeelEye2019.61.34.E.16S_000000000.JFHYF,HeelEye2019-61-34-E-16S,33,Eye,16S,2019-2020,61-34-E,61,61,34,D,D_61,Clay,818.3662747,-0.458477129
HeelEye2019.62.12.E.16S_000000000.JMMDW,HeelEye2019-62-12-E-16S,443,Eye,16S,2019-2020,62-12-E,62,62,12,D,D_62,Clay,830.9508298,-0.289616316
HeelEye2019.62.34.E.16S_000000000.JH6L7,HeelEye2019-62-34-E-16S,57,Eye,16S,2019-2020,62-34-E,62,62,34,D,D_62,Clay,830.9508298,-0.289616316
HeelEye2019.63.12.E.16S_000000000.JKP74,HeelEye2019-63-12-E-16S,273,Eye,16S,2019-2020,63-12-E,63,63,12,D,D_63,Clay,833.3315672,-0.257671346
HeelEye2019.63.34.E.16S_000000000.JK6WL,HeelEye2019-63-34-E-16S,685,Eye,16S,2019-2020,63-34-E,63,63,34,D,D_63,Clay,833.3315672,-0.257671346
HeelEye2019.64.12.E.16S_000000000.JLBCC,HeelEye2019-64-12-E-16S,613,Eye,16S,2019-2020,64-12-E,64,64,12,D,D_64,Clay,1015.142506,2.181885922
HeelEye2019.64.34.E.16S_000000000.JLHG5,HeelEye2019-64-34-E-16S,304,Eye,16S,2019-2020,64-34-E,64,64,34,D,D_64,Clay,1015.142506,2.181885922
HeelEye2019.65.12.E.16S_000000000.JKP3P,HeelEye2019-65-12-E-16S,137,Eye,16S,2019-2020,65-12-E,65,65,12,D,D_65,Clay,957.1824132,1.404171629
HeelEye2019.65.34.E.16S_000000000.JLBMN,HeelEye2019-65-34-E-16S,413,Eye,16S,2019-2020,65-34-E,65,65,34,D,D_65,Clay,957.1824132,1.404171629
HeelEye2019.66.12.E.16S_000000000.JFHYF,HeelEye2019-66-12-E-16S,44,Eye,16S,2019-2020,66-12-E,66,66,12,D,D_66,Clay,947.3504011,1.272244712
HeelEye2019.66.34.E.16S_000000000.JMLN7,HeelEye2019-66-34-E-16S,542,Eye,16S,2019-2020,66-34-E,66,66,34,D,D_66,Clay,947.3504011,1.272244712
HeelEye2019.67.12.E.16S_000000000.JK6WL,HeelEye2019-67-12-E-16S,698,Eye,16S,2019-2020,67-12-E,67,67,12,D,D_67,Clay,778.6315032,-0.991642246
HeelEye2019.67.34.E.16S_000000000.JMM89,HeelEye2019-67-34-E-16S,220,Eye,16S,2019-2020,67-34-E,67,67,34,D,D_67,Clay,778.6315032,-0.991642246
HeelEye2019.68.12.E.16S_000000000.JKP74,HeelEye2019-68-12-E-16S,249,Eye,16S,2019-2020,68-12-E,68,68,12,D,D_68,Clay,893.893925,0.554960397
HeelEye2019.68.34.E.16S_000000000.JLHG5,HeelEye2019-68-34-E-16S,297,Eye,16S,2019-2020,68-34-E,68,68,34,D,D_68,Clay,893.893925,0.554960397
HeelEye2019.69.12.E.16S_000000000.JH6L7,HeelEye2019-69-12-E-16S,89,Eye,16S,2019-2020,69-12-E,69,69,12,D,D_69,Clay,856.9631292,0.059419305
HeelEye2019.69.34.E.16S_000000000.JMLN7,HeelEye2019-69-34-E-16S,561,Eye,16S,2019-2020,69-34-E,69,69,34,D,D_69,Clay,856.9631292,0.059419305
HeelEye2019.70.12.E.16S_000000000.JLHG5,HeelEye2019-70-12-E-16S,323,Eye,16S,2019-2020,70-12-E,70,70,12,D,D_70,Clay,852.5099985,-0.000333247
HeelEye2019.70.34.E.16S_000000000.JMHTR,HeelEye2019-70-34-E-16S,631,Eye,16S,2019-2020,70-34-E,70,70,34,D,D_70,Clay,852.5099985,-0.000333247
HeelEye2019.71.12.E.16S_000000000.JMLN7,HeelEye2019-71-12-E-16S,558,Eye,16S,2019-2020,71-12-E,71,71,12,D,D_71,Clay,818.7644022,-0.453135016
HeelEye2019.71.34.E.16S_000000000.JKRF4,HeelEye2019-71-34-E-16S,175,Eye,16S,2019-2020,71-34-E,71,71,34,D,D_71,Clay,818.7644022,-0.453135016
HeelEye2019.72.12.E.16S_000000000.JMLM7,HeelEye2019-72-12-E-16S,364,Eye,16S,2019-2020,72-12-E,72,72,12,D,D_72,Clay,732.6090709,-1.609175823
HeelEye2019.72.34.E.16S_000000000.JLBCC,HeelEye2019-72-34-E-16S,611,Eye,16S,2019-2020,72-34-E,72,72,34,D,D_72,Clay,732.6090709,-1.609175823
HeelEye2019.73.12.E.16S_000000000.JKRF4,HeelEye2019-73-12-E-16S,184,Eye,16S,2019-2020,73-12-E,73,73,12,D,D_73,Clay,901.6152804,0.658566312
HeelEye2019.73.34.E.16S_000000000.JFHYF,HeelEye2019-73-34-E-16S,17,Eye,16S,2019-2020,73-34-E,73,73,34,D,D_73,Clay,901.6152804,0.658566312
HeelEye2019.74.12.E.16S_000000000.JMLM7,HeelEye2019-74-12-E-16S,348,Eye,16S,2019-2020,74-12-E,74,74,12,D,D_74,Clay,757.7870015,-1.271335844
HeelEye2019.74.34.E.16S_000000000.JMM89,HeelEye2019-74-34-E-16S,235,Eye,16S,2019-2020,74-34-E,74,74,34,D,D_74,Clay,757.7870015,-1.271335844
HeelEye2019.75.12.E.16S_000000000.JMLN7,HeelEye2019-75-12-E-16S,536,Eye,16S,2019-2020,75-12-E,75,75,12,D,D_75,Clay,881.0093494,0.38207388
HeelEye2019.75.34.E.16S_000000000.JMM89,HeelEye2019-75-34-E-16S,236,Eye,16S,2019-2020,75-34-E,75,75,34,D,D_75,Clay,881.0093494,0.38207388
HeelEye2019.76.12.E.16S_000000000.JLHG5,HeelEye2019-76-12-E-16S,331,Eye,16S,2019-2020,76-12-E,76,76,12,D,D_76,Clay,774.1249883,-1.052111112
HeelEye2019.76.34.E.16S_000000000.JKP74,HeelEye2019-76-34-E-16S,282,Eye,16S,2019-2020,76-34-E,76,76,34,D,D_76,Clay,774.1249883,-1.052111112
HeelEye2019.77.12.E.16S_000000000.JKP74,HeelEye2019-77-12-E-16S,247,Eye,16S,2019-2020,77-12-E,77,77,12,D,D_77,Clay,842.5674479,-0.13374338
HeelEye2019.77.34.E.16S_000000000.JKP74,HeelEye2019-77-34-E-16S,268,Eye,16S,2019-2020,77-34-E,77,77,34,D,D_77,Clay,842.5674479,-0.13374338
HeelEye2019.78.12.E.16S_000000000.JMLN7,HeelEye2019-78-12-E-16S,556,Eye,16S,2019-2020,78-12-E,78,78,12,D,D_78,Clay,887.9185047,0.474781613
HeelEye2019.78.34.E.16S_000000000.JFHYF,HeelEye2019-78-34-E-16S,26,Eye,16S,2019-2020,78-34-E,78,78,34,D,D_78,Clay,887.9185047,0.474781613
HeelEye2019.79.12.E.16S_000000000.JMLM7,HeelEye2019-79-12-E-16S,368,Eye,16S,2019-2020,79-12-E,79,79,12,D,D_79,Clay,935.5239909,1.113556764
HeelEye2019.79.34.E.16S_000000000.JLBCC,HeelEye2019-79-34-E-16S,581,Eye,16S,2019-2020,79-34-E,79,79,34,D,D_79,Clay,935.5239909,1.113556764
HeelEye2019.80.12.E.16S_000000000.JLBMN,HeelEye2019-80-12-E-16S,424,Eye,16S,2019-2020,80-12-E,80,80,12,D,D_80,Clay,879.5367666,0.362314617
