SampleID,SampleName,SampleNo,SampleType,LibraryType,Year,TubeName,Seedlot,OriginalNo,RepNo,VarietyFullName,Variety,Year_Plot,Plot,Location,PreCrop,PreCrop_clean,SoilType
HeelEye2019.93.4.E.16S_000000000.JMMDW,HeelEye2019-93-4-E-16S,434,Eye,16S,2019-2020,93-4-E,93,93,4,Sagitta,E,2020_E_93,E_93,t ZANDT,Tarwe,Wheat,Clay
HeelEye2019.94.12.E.16S_000000000.JMM89,HeelEye2019-94-12-E-16S,207,Eye,16S,2019-2020,94-12-E,94,94,12,Sagitta,E,2020_E_94,E_94,UITHUIZERMEEDEN,Braak,Fallow,Clay
HeelEye2019.94.34.E.16S_000000000.JLBCC,HeelEye2019-94-34-E-16S,578,Eye,16S,2019-2020,94-34-E,94,94,34,Sagitta,E,2020_E_94,E_94,UITHUIZERMEEDEN,Braak,Fallow,Clay
HeelEye2019.95.12.E.16S_000000000.JLBCC,HeelEye2019-95-12-E-16S,615,Eye,16S,2019-2020,95-12-E,95,95,12,Sagitta,E,2020_E_95,E_95,WESTERNIELAND,NA,Unknown,Clay
HeelEye2019.95.34.E.16S_000000000.JMMDW,HeelEye2019-95-34-E-16S,457,Eye,16S,2019-2020,95-34-E,95,95,34,Sagitta,E,2020_E_95,E_95,WESTERNIELAND,NA,Unknown,Clay
HeelEye2019.96.12.E.16S_000000000.JMHTR,HeelEye2019-96-12-E-16S,632,Eye,16S,2019-2020,96-12-E,96,96,12,Sagitta,E,2020_E_96,E_96,DEN ANDEL,NA,Unknown,Clay
HeelEye2019.96.34.E.16S_000000000.JLBMN,HeelEye2019-96-34-E-16S,402,Eye,16S,2019-2020,96-34-E,96,96,34,Sagitta,E,2020_E_96,E_96,DEN ANDEL,NA,Unknown,Clay
S114.96.O.1.16S_000000000.J58CV,114-96-O-1-16S,114,eye,16S,2018-2019,96-O-1,96,96,1,Sagitta,E,2019_E_96,E_96,SWIFTERBANT,Suikerbieten,Sugar beet,Clay
S115.96.O.2.16S_000000000.J58CV,115-96-O-2-16S,115,eye,16S,2018-2019,96-O-2,96,96,2,Sagitta,E,2019_E_96,E_96,SWIFTERBANT,Suikerbieten,Sugar beet,Clay
S157.96.O.3.16S_000000000.J52V7,157-96-O-3-16S,157,eye,16S,2018-2019,96-O-3,96,96,3,Sagitta,E,2019_E_96,E_96,SWIFTERBANT,Suikerbieten,Sugar beet,Clay
S83.96.O.4.16S_000000000.J53BN,83-96-O-4-16S,83,eye,16S,2018-2019,96-O-4,96,96,4,Sagitta,E,2019_E_96,E_96,SWIFTERBANT,Suikerbieten,Sugar beet,Clay
HeelEye2019.97.12.E.16S_000000000.JLBCC,HeelEye2019-97-12-E-16S,582,Eye,16S,2019-2020,97-12-E,97,97,12,Sagitta,E,2020_E_97,E_97,MENSINGEWEER,Grasland,Grass,Clay
HeelEye2019.97.34.E.16S_000000000.JLHG5,HeelEye2019-97-34-E-16S,298,Eye,16S,2019-2020,97-34-E,97,97,34,Sagitta,E,2020_E_97,E_97,MENSINGEWEER,Grasland,Grass,Clay
HeelEye2019.98.12.E.16S_000000000.JH6L7,HeelEye2019-98-12-E-16S,49,Eye,16S,2019-2020,98-12-E,98,98,12,Sagitta,E,2020_E_98,E_98,EENRUM,Wintergerst,Barley,Clay
HeelEye2019.98.12.E.16S_000000000.JMLN7,HeelEye2019-98-12-E-16S,560,Eye,16S,2019-2020,98-12-E,98,98,12,Sagitta,E,2020_E_98,E_98,EENRUM,Wintergerst,Barley,Clay
HeelEye2019.98.34.E.16S_000000000.JFHYF,HeelEye2019-98-34-E-16S,45,Eye,16S,2019-2020,98-34-E,98,98,34,Sagitta,E,2020_E_98,E_98,EENRUM,Wintergerst,Barley,Clay
HeelEye2019.98.34.E.16S_000000000.JMLN7,HeelEye2019-98-34-E-16S,544,Eye,16S,2019-2020,98-34-E,98,98,34,Sagitta,E,2020_E_98,E_98,EENRUM,Wintergerst,Barley,Clay
S125.98.O.2.16S_000000000.J58CV,125-98-O-2-16S,125,eye,16S,2018-2019,98-O-2,98,98,2,Sagitta,E,2019_E_98,E_98,MARRUM,NA,Unknown,Clay
S5.98.O.1.16S_000000000.J59B3,5-98-O-1-16S,5,eye,16S,2018-2019,98-O-1,98,98,1,Sagitta,E,2019_E_98,E_98,MARRUM,NA,Unknown,Clay
S6.98.O.4.16S_000000000.J59B3,6-98-O-4-16S,6,eye,16S,2018-2019,98-O-4,98,98,4,Sagitta,E,2019_E_98,E_98,MARRUM,NA,Unknown,Clay
S81.98.O.3.16S_000000000.J53BN,81-98-O-3-16S,81,eye,16S,2018-2019,98-O-3,98,98,3,Sagitta,E,2019_E_98,E_98,MARRUM,NA,Unknown,Clay
HeelEye2019.99.12.E.16S_000000000.JLBMN,HeelEye2019-99-12-E-16S,395,Eye,16S,2019-2020,99-12-E,99,99,12,Sagitta,E,2020_E_99,E_99,SAAXUMHUIZEN,NA,Unknown,Clay
HeelEye2019.99.34.E.16S_000000000.JKP74,HeelEye2019-99-34-E-16S,260,Eye,16S,2019-2020,99-34-E,99,99,34,Sagitta,E,2020_E_99,E_99,SAAXUMHUIZEN,NA,Unknown,Clay
HeelEye2019.121.12.E.16S.redo_000000000.JK6WL,HeelEye2019-121-12-E-16S-redo,691,Eye,16S,2019-2020,121-12-E,121,121,12,Seresta,F,2020_F_121,F_121,WESTERNIELAND,NA,Unknown,Clay
HeelEye2019.121.12.E.16S_000000000.JK6WL,HeelEye2019-121-12-E-16S,756,Eye,16S,2019-2020,121-12-E,121,121,12,Seresta,F,2020_F_121,F_121,WESTERNIELAND,NA,Unknown,Clay
HeelEye2019.121.34.E.16S_000000000.JKP74,HeelEye2019-121-34-E-16S,253,Eye,16S,2019-2020,121-34-E,121,121,34,Seresta,F,2020_F_121,F_121,WESTERNIELAND,NA,Unknown,Clay
X12.122.3.O.16S_000000000.J99GR,12_122_3_O_16S,W12,eye,16S,2018-2019,122-O-3,122,202,3,Seresta,F,2019_F_122,F_122,ST. ANNAPAROCHIE,NA,Unknown,Clay
X38.122.4.O.16S_000000000.J99GR,38_122_4_O_16S,W38,eye,16S,2018-2019,122-O-4,122,202,4,Seresta,F,2019_F_122,F_122,ST. ANNAPAROCHIE,NA,Unknown,Clay
X56.122.2.O.16S_000000000.JCCFG,56-122-2-O-16S,X56,eye,16S,2018-2019,122-O-2,122,202,2,Seresta,F,2019_F_122,F_122,ST. ANNAPAROCHIE,NA,Unknown,Clay
X8.122.1.O.16S_000000000.J99GR,8_122_1_O_16S,W8,eye,16S,2018-2019,122-O-1,122,202,1,Seresta,F,2019_F_122,F_122,ST. ANNAPAROCHIE,NA,Unknown,Clay
HeelEye2019.122.12.E.16S_000000000.JKP74,HeelEye2019-122-12-E-16S,255,Eye,16S,2019-2020,122-12-E,122,122,12,Seresta,F,2020_F_122,F_122,NA,Gras,Grass,Sand
HeelEye2019.122.34.E.16S_000000000.JLBCC,HeelEye2019-122-34-E-16S,592,Eye,16S,2019-2020,122-34-E,122,122,34,Seresta,F,2020_F_122,F_122,NA,Gras,Grass,Sand
HeelEye2019.123.12.E.16S_000000000.JKP3P,HeelEye2019-123-12-E-16S,144,Eye,16S,2019-2020,123-12-E,123,123,12,Seresta,F,2020_F_123,F_123,KRAGGENBURG,NA,Unknown,Clay
HeelEye2019.123.34.E.16S_000000000.JLBCC,HeelEye2019-123-34-E-16S,599,Eye,16S,2019-2020,123-34-E,123,123,34,Seresta,F,2020_F_123,F_123,KRAGGENBURG,NA,Unknown,Clay
HeelEye2019.124.12.E.16S_000000000.JLBMN,HeelEye2019-124-12-E-16S,420,Eye,16S,2019-2020,124-12-E,124,124,12,Seresta,F,2020_F_124,F_124,KRAGGENBURG,NA,Unknown,Clay
HeelEye2019.124.34.E.16S_000000000.JLB35,HeelEye2019-124-34-E-16S,492,Eye,16S,2019-2020,124-34-E,124,124,34,Seresta,F,2020_F_124,F_124,KRAGGENBURG,NA,Unknown,Clay
HeelEye2019.125.12.E.16S_000000000.JLBCC,HeelEye2019-125-12-E-16S,621,Eye,16S,2019-2020,125-12-E,125,125,12,Seresta,F,2020_F_125,F_125,PIETERZIJL,NA,Unknown,Clay
HeelEye2019.125.34.E.16S_000000000.JLBCC,HeelEye2019-125-34-E-16S,579,Eye,16S,2019-2020,125-34-E,125,125,34,Seresta,F,2020_F_125,F_125,PIETERZIJL,NA,Unknown,Clay
S143.125.O.4.16S_000000000.J58CV,143-125-O-4-16S,143,eye,16S,2018-2019,125-O-4,125,205,4,Seresta,F,2019_F_125,F_125,Westernieland,Wintertarwe,Wheat,Clay
S149.125.O.1.16S_000000000.J52V7,149-125-O-1-16S,149,eye,16S,2018-2019,125-O-1,125,205,1,Seresta,F,2019_F_125,F_125,Westernieland,Wintertarwe,Wheat,Clay
S21.125.O.3.16S_000000000.J59B3,21-125-O-3-16S,21,eye,16S,2018-2019,125-O-3,125,205,3,Seresta,F,2019_F_125,F_125,Westernieland,Wintertarwe,Wheat,Clay
S74.125.O.2.16S_000000000.J53BN,74-125-O-2-16S,74,eye,16S,2018-2019,125-O-2,125,205,2,Seresta,F,2019_F_125,F_125,Westernieland,Wintertarwe,Wheat,Clay
HeelEye2019.126.12.E.16S_000000000.JLHG5,HeelEye2019-126-12-E-16S,294,Eye,16S,2019-2020,126-12-E,126,126,12,Seresta,F,2020_F_126,F_126,MUNNEKEZIJL,NA,Unknown,Clay
HeelEye2019.126.34.E.16S_000000000.JMHTR,HeelEye2019-126-34-E-16S,658,Eye,16S,2019-2020,126-34-E,126,126,34,Seresta,F,2020_F_126,F_126,MUNNEKEZIJL,NA,Unknown,Clay
HeelEye2019.127.12.E.16S_000000000.JLBCC,HeelEye2019-127-12-E-16S,583,Eye,16S,2019-2020,127-12-E,127,127,12,Seresta,F,2020_F_127,F_127,KLOOSTERBUREN,Wintertarwe,Wheat,Clay
HeelEye2019.127.34.E.16S_000000000.JFHYF,HeelEye2019-127-34-E-16S,46,Eye,16S,2019-2020,127-34-E,127,127,34,Seresta,F,2020_F_127,F_127,KLOOSTERBUREN,Wintertarwe,Wheat,Clay
HeelEye2019.128.12.E.16S_000000000.JK6WL,HeelEye2019-128-12-E-16S,709,Eye,16S,2019-2020,128-12-E,128,128,12,Seresta,F,2020_F_128,F_128,WARFFUM,Wintertarwe,Wheat,Clay
HeelEye2019.128.34.E.16S_000000000.JLBMN,HeelEye2019-128-34-E-16S,391,Eye,16S,2019-2020,128-34-E,128,128,34,Seresta,F,2020_F_128,F_128,WARFFUM,Wintertarwe,Wheat,Clay
HeelEye2019.130.12.E.16S_000000000.JH6L7,HeelEye2019-130-12-E-16S,80,Eye,16S,2019-2020,130-12-E,130,130,12,Seresta,F,2020_F_130,F_130,ST. ANNAPAROCHIE,NA,Unknown,Clay
HeelEye2019.130.34.E.16S_000000000.JMM89,HeelEye2019-130-34-E-16S,224,Eye,16S,2019-2020,130-34-E,130,130,34,Seresta,F,2020_F_130,F_130,ST. ANNAPAROCHIE,NA,Unknown,Clay
HeelEye2019.131.12.E.16S_000000000.JLHG5,HeelEye2019-131-12-E-16S,312,Eye,16S,2019-2020,131-12-E,131,131,12,Seresta,F,2020_F_131,F_131,BOYL,NA,Unknown,Sand
HeelEye2019.131.34.E.16S_000000000.JLBMN,HeelEye2019-131-34-E-16S,430,Eye,16S,2019-2020,131-34-E,131,131,34,Seresta,F,2020_F_131,F_131,BOYL,NA,Unknown,Sand
HeelEye2019.133.12.E.16S_000000000.JMMDW,HeelEye2019-133-12-E-16S,468,Eye,16S,2019-2020,133-12-E,133,133,12,Seresta,F,2020_F_133,F_133,EENRUM,Winterwortel,Carrot,Clay
HeelEye2019.133.34.E.16S_000000000.JLBCC,HeelEye2019-133-34-E-16S,617,Eye,16S,2019-2020,133-34-E,133,133,34,Seresta,F,2020_F_133,F_133,EENRUM,Winterwortel,Carrot,Clay
HeelEye2019.134.12.E.16S_000000000.JK6WL,HeelEye2019-134-12-E-16S,689,Eye,16S,2019-2020,134-12-E,134,134,12,Seresta,F,2020_F_134,F_134,HELLUM,NA,Unknown,Sand
HeelEye2019.134.34.E.16S_000000000.JK6WL,HeelEye2019-134-34-E-16S,687,Eye,16S,2019-2020,134-34-E,134,134,34,Seresta,F,2020_F_134,F_134,HELLUM,NA,Unknown,Sand
HeelEye2019.135.12.E.16S_000000000.JMLN7,HeelEye2019-135-12-E-16S,539,Eye,16S,2019-2020,135-12-E,135,135,12,Seresta,F,2020_F_135,F_135,SCHOONLOO,NA,Unknown,Sand
HeelEye2019.135.34.E.16S_000000000.JK6WL,HeelEye2019-135-34-E-16S,710,Eye,16S,2019-2020,135-34-E,135,135,34,Seresta,F,2020_F_135,F_135,SCHOONLOO,NA,Unknown,Sand
HeelEye2019.136.12.E.16S_000000000.JKP3P,HeelEye2019-136-12-E-16S,138,Eye,16S,2019-2020,136-12-E,136,136,12,Seresta,F,2020_F_136,F_136,AMEN,NA,Unknown,Sand
HeelEye2019.136.34.E.16S_000000000.JMHTR,HeelEye2019-136-34-E-16S,636,Eye,16S,2019-2020,136-34-E,136,136,34,Seresta,F,2020_F_136,F_136,AMEN,NA,Unknown,Sand
HeelEye2019.137.12.E.16S_000000000.JMM89,HeelEye2019-137-12-E-16S,212,Eye,16S,2019-2020,137-12-E,137,137,12,Seresta,F,2020_F_137,F_137,ROLDE,NA,Unknown,Sand
HeelEye2019.137.34.E.16S_000000000.JH6L7,HeelEye2019-137-34-E-16S,68,Eye,16S,2019-2020,137-34-E,137,137,34,Seresta,F,2020_F_137,F_137,ROLDE,NA,Unknown,Sand
R16.137.O.1.16S_000000000.JCCFG,R16-137-O-1-16S,R16,eye,16S,2018-2019,137-O-1,137,217,1,Seresta,F,2019_F_137,F_137,WARFFUM,NA,Unknown,Clay
R17.137.O.2.16S_000000000.JCCFG,R17-137-O-2-16S,R17,eye,16S,2018-2019,137-O-2,137,217,2,Seresta,F,2019_F_137,F_137,WARFFUM,NA,Unknown,Clay
R19.137.O.3.16S_000000000.JCCFG,R19-137-O-3-16S,R19,eye,16S,2018-2019,137-O-3,137,217,3,Seresta,F,2019_F_137,F_137,WARFFUM,NA,Unknown,Clay
S53.137.O.4.16S_000000000.J53BN,53-137-O-4-16S,53,eye,16S,2018-2019,137-O-4,137,217,4,Seresta,F,2019_F_137,F_137,WARFFUM,NA,Unknown,Clay
X33.139.3.O.16S_000000000.J99GR,33_139_3_O_16S,W33,eye,16S,2018-2019,139-O-3,139,219,3,Seresta,F,2019_F_139,F_139,SIDDEBUREN,Tarwe,Wheat,Sand
HeelEye2019.139.12.E.16S_000000000.JLB35,HeelEye2019-139-12-E-16S,512,Eye,16S,2019-2020,139-12-E,139,139,12,Seresta,F,2020_F_139,F_139,WACHTUM,NA,Unknown,Sand
HeelEye2019.139.34.E.16S_000000000.JMHTR,HeelEye2019-139-34-E-16S,625,Eye,16S,2019-2020,139-34-E,139,139,34,Seresta,F,2020_F_139,F_139,WACHTUM,NA,Unknown,Sand
S27.139.O.4.16S_000000000.J59B3,27-139-O-4-16S,27,eye,16S,2018-2019,139-O-4,139,219,4,Seresta,F,2019_F_139,F_139,SIDDEBUREN,Tarwe,Wheat,Sand
S41.139.O.2.16S_000000000.J59B3,41-139-O-2-16S,41,eye,16S,2018-2019,139-O-2,139,219,2,Seresta,F,2019_F_139,F_139,SIDDEBUREN,Tarwe,Wheat,Sand
S47.139.O.1.16S_000000000.J59B3,47-139-O-1-16S,47,eye,16S,2018-2019,139-O-1,139,219,1,Seresta,F,2019_F_139,F_139,SIDDEBUREN,Tarwe,Wheat,Sand
HeelEye2019.140.12.E.16S_000000000.JLBCC,HeelEye2019-140-12-E-16S,624,Eye,16S,2019-2020,140-12-E,140,140,12,Seresta,F,2020_F_140,F_140,HELLUM,NA,Unknown,Sand
HeelEye2019.140.34.E.16S_000000000.JLBMN,HeelEye2019-140-34-E-16S,432,Eye,16S,2019-2020,140-34-E,140,140,34,Seresta,F,2020_F_140,F_140,HELLUM,NA,Unknown,Sand
HeelEye2019.141.2.E.16S_000000000.JLBMN,HeelEye2019-141-2-E-16S,385,Eye,16S,2019-2020,141-2-E,141,141,2,Seresta,F,2020_F_141,F_141,SIDDEBUREN,Mais met gras,Maize,Sand
HeelEye2019.141.34.E.16S_000000000.JK6WL,HeelEye2019-141-34-E-16S,708,Eye,16S,2019-2020,141-34-E,141,141,34,Seresta,F,2020_F_141,F_141,SIDDEBUREN,Mais met gras,Maize,Sand
HeelEye2019.142.12.E.16S_000000000.JLBMN,HeelEye2019-142-12-E-16S,415,Eye,16S,2019-2020,142-12-E,142,142,12,Seresta,F,2020_F_142,F_142,HOGE HEXEL,NA,Unknown,Sand
HeelEye2019.142.34.E.16S_000000000.JLBMN,HeelEye2019-142-34-E-16S,398,Eye,16S,2019-2020,142-34-E,142,142,34,Seresta,F,2020_F_142,F_142,HOGE HEXEL,NA,Unknown,Sand
HeelEye2019.143.12.E.16S_000000000.JMM89,HeelEye2019-143-12-E-16S,195,Eye,16S,2019-2020,143-12-E,143,143,12,Seresta,F,2020_F_143,F_143,HOGE HEXEL,NA,Unknown,Sand
HeelEye2019.143.4.E.16S_000000000.JMLM7,HeelEye2019-143-4-E-16S,374,Eye,16S,2019-2020,143-4-E,143,143,4,Seresta,F,2020_F_143,F_143,HOGE HEXEL,NA,Unknown,Sand
X18.181.2.O.16S_000000000.J99GR,18_181_2_O_16S,W18,eye,16S,2018-2019,181-O-2,144,224,2,Seresta,F,2019_F_144,F_144,WIERDEN,Grasland,Grass,Sand
X42.181.4.O.16S_000000000.J99GR,42_181_4_O_16S,W42,eye,16S,2018-2019,181-O-4,144,224,4,Seresta,F,2019_F_144,F_144,WIERDEN,Grasland,Grass,Sand
X59.181.3.O.16S_000000000.JCCFG,59-181-3-O-16S,X59,eye,16S,2018-2019,181-O-3,144,224,3,Seresta,F,2019_F_144,F_144,WIERDEN,Grasland,Grass,Sand
X63.181.1.O.16S_000000000.JCCFG,63-181-1-O-16S,X63,eye,16S,2018-2019,181-O-1,144,224,1,Seresta,F,2019_F_144,F_144,WIERDEN,Grasland,Grass,Sand
HeelEye2019.144.12.E.16S_000000000.JKRF4,HeelEye2019-144-12-E-16S,166,Eye,16S,2019-2020,144-12-E,144,144,12,Seresta,F,2020_F_144,F_144,WIERDEN,NA,Unknown,Sand
HeelEye2019.144.34.E.16S_000000000.JK6WL,HeelEye2019-144-34-E-16S,678,Eye,16S,2019-2020,144-34-E,144,144,34,Seresta,F,2020_F_144,F_144,WIERDEN,NA,Unknown,Sand
HeelEye2019.145.12.E.16S_000000000.JKP74,HeelEye2019-145-12-E-16S,271,Eye,16S,2019-2020,145-12-E,145,145,12,Seresta,F,2020_F_145,F_145,USQUERT,NA,Unknown,Clay
HeelEye2019.145.34.E.16S_000000000.JFHYF,HeelEye2019-145-34-E-16S,22,Eye,16S,2019-2020,145-34-E,145,145,34,Seresta,F,2020_F_145,F_145,USQUERT,NA,Unknown,Clay
HeelEye2019.146.12.E.16S_000000000.JKRF4,HeelEye2019-146-12-E-16S,176,Eye,16S,2019-2020,146-12-E,146,146,12,Seresta,F,2020_F_146,F_146,MARKNESSE,NA,Unknown,Clay
HeelEye2019.146.34.E.16S_000000000.JMHTR,HeelEye2019-146-34-E-16S,659,Eye,16S,2019-2020,146-34-E,146,146,34,Seresta,F,2020_F_146,F_146,MARKNESSE,NA,Unknown,Clay
HeelEye2019.147.12.E.16S_000000000.JKP3P,HeelEye2019-147-12-E-16S,124,Eye,16S,2019-2020,147-12-E,147,147,12,Seresta,F,2020_F_147,F_147,LAUWERZIJL,NA,Unknown,Clay
HeelEye2019.147.34.E.16S_000000000.JMM89,HeelEye2019-147-34-E-16S,205,Eye,16S,2019-2020,147-34-E,147,147,34,Seresta,F,2020_F_147,F_147,LAUWERZIJL,NA,Unknown,Clay
HeelEye2019.148.12.E.16S_000000000.JKP74,HeelEye2019-148-12-E-16S,283,Eye,16S,2019-2020,148-12-E,148,148,12,Seresta,F,2020_F_148,F_148,WIJSTER,NA,Unknown,Sand
HeelEye2019.148.34.E.16S_000000000.JMHTR,HeelEye2019-148-34-E-16S,660,Eye,16S,2019-2020,148-34-E,148,148,34,Seresta,F,2020_F_148,F_148,WIJSTER,NA,Unknown,Sand
HeelEye2019.149.12.E.16S_000000000.JKP74,HeelEye2019-149-12-E-16S,267,Eye,16S,2019-2020,149-12-E,149,149,12,Seresta,F,2020_F_149,F_149,WIJSTER,NA,Unknown,Sand
HeelEye2019.149.34.E.16S_000000000.JMLM7,HeelEye2019-149-34-E-16S,377,Eye,16S,2019-2020,149-34-E,149,149,34,Seresta,F,2020_F_149,F_149,WIJSTER,NA,Unknown,Sand
R18.149.O.3.16S_000000000.JCCFG,R18-149-O-3-16S,R18,eye,16S,2018-2019,149-O-3,149,229,3,Seresta,F,2019_F_149,F_149,HELLUM,Mais,Maize,Sand
S140.149.O.2.16S_000000000.J58CV,140-149-O-2-16S,140,eye,16S,2018-2019,149-O-2,149,229,2,Seresta,F,2019_F_149,F_149,HELLUM,Mais,Maize,Sand
S19.149.O.4.16S_000000000.J59B3,19-149-O-4-16S,19,eye,16S,2018-2019,149-O-4,149,229,4,Seresta,F,2019_F_149,F_149,HELLUM,Mais,Maize,Sand
S40.149.O.1.16S_000000000.J59B3,40-149-O-1-16S,40,eye,16S,2018-2019,149-O-1,149,229,1,Seresta,F,2019_F_149,F_149,HELLUM,Mais,Maize,Sand
HeelEye2019.150.12.E.16S_000000000.JLHG5,HeelEye2019-150-12-E-16S,334,Eye,16S,2019-2020,150-12-E,150,150,12,Seresta,F,2020_F_150,F_150,MUNNEKEZIJL,NA,Unknown,Clay
HeelEye2019.150.34.E.16S_000000000.JLBMN,HeelEye2019-150-34-E-16S,400,Eye,16S,2019-2020,150-34-E,150,150,34,Seresta,F,2020_F_150,F_150,MUNNEKEZIJL,NA,Unknown,Clay
X3.151.1.O.16S_000000000.J99GR,3_151_1_O_16S,W3,eye,16S,2018-2019,151-O-1,151,231,1,Seresta,F,2019_F_151,F_151,SCHOONLOO,Grasland,Grass,Sand
X49.151.3.O.16S_000000000.JCCFG,49-151-3-O-16S,X49,eye,16S,2018-2019,151-O-3,151,231,3,Seresta,F,2019_F_151,F_151,SCHOONLOO,Grasland,Grass,Sand
X51.151.4.O.16S_000000000.JCCFG,51-151-4-O-16S,X51,eye,16S,2018-2019,151-O-4,151,231,4,Seresta,F,2019_F_151,F_151,SCHOONLOO,Grasland,Grass,Sand
X54.151.2.O.16S_000000000.JCCFG,54-151-2-O-16S,X54,eye,16S,2018-2019,151-O-2,151,231,2,Seresta,F,2019_F_151,F_151,SCHOONLOO,Grasland,Grass,Sand
S109.152.O.4.16S_000000000.J58CV,109-152-O-4-16S,109,eye,16S,2018-2019,152-O-4,152,232,4,Seresta,F,2019_F_152,F_152,SCHOONLOO,Grasland,Grass,Sand
S129.152.O.3.16S_000000000.J58CV,129-152-O-3-16S,129,eye,16S,2018-2019,152-O-3,152,232,3,Seresta,F,2019_F_152,F_152,SCHOONLOO,Grasland,Grass,Sand
S168.152.O.2.16S_000000000.J52V7,168-152-O-2-16S,168,eye,16S,2018-2019,152-O-2,152,232,2,Seresta,F,2019_F_152,F_152,SCHOONLOO,Grasland,Grass,Sand
S62.152.O.1.16S_000000000.J53BN,62-152-O-1-16S,62,eye,16S,2018-2019,152-O-1,152,232,1,Seresta,F,2019_F_152,F_152,SCHOONLOO,Grasland,Grass,Sand
X26.157.1.O.16S_000000000.J99GR,26_157_1_O_16S,W26,eye,16S,2018-2019,157-O-1,157,237,1,Seresta,F,2019_F_157,F_157,ROLDE,Grasland,Grass,Sand
S17.157.O.4.16S_000000000.J59B3,17-157-O-4-16S,17,eye,16S,2018-2019,157-O-4,157,237,4,Seresta,F,2019_F_157,F_157,ROLDE,Grasland,Grass,Sand
S39.157.O.3.16S_000000000.J59B3,39-157-O-3-16S,39,eye,16S,2018-2019,157-O-3,157,237,3,Seresta,F,2019_F_157,F_157,ROLDE,Grasland,Grass,Sand
S55.157.O.2.16S_000000000.J53BN,55-157-O-2-16S,55,eye,16S,2018-2019,157-O-2,157,237,2,Seresta,F,2019_F_157,F_157,ROLDE,Grasland,Grass,Sand
R20.158.O.4.16S_000000000.JCCFG,R20-158-O-4-16S,R20,eye,16S,2018-2019,158-O-4,158,238,4,Seresta,F,2019_F_158,F_158,ROLDE,Mais ,Maize,Sand
S111.158.O.1.16S_000000000.J58CV,111-158-O-1-16S,111,eye,16S,2018-2019,158-O-1,158,238,1,Seresta,F,2019_F_158,F_158,ROLDE,Mais ,Maize,Sand
S33.158.O.2.16S_000000000.J59B3,33-158-O-2-16S,33,eye,16S,2018-2019,158-O-2,158,238,2,Seresta,F,2019_F_158,F_158,ROLDE,Mais ,Maize,Sand
S7.158.O.3.16S_000000000.J59B3,7-158-O-3-16S,7,eye,16S,2018-2019,158-O-3,158,238,3,Seresta,F,2019_F_158,F_158,ROLDE,Mais ,Maize,Sand
